Course Code,Academic Year,Semester,,,,,,,,
1751124,1,1,1,1,1,0,1,1,1,1
1751039,1,1,1,1,1,0,1,1,1,1
1751031,1,1,1,1,1,0,1,1,1,1
1751078,1,1,1,1,1,0,1,1,1,1
1751080,1,1,1,1,1,0,1,1,1,1
1751041,1,1,1,1,1,0,1,1,1,1
1751011,1,1,1,1,1,0,1,1,1,1
1751081,1,1,1,1,1,0,1,1,1,1
1751082,1,1,1,1,1,0,1,1,1,1
1751012,1,1,1,1,1,0,1,1,1,1
1751043,1,1,1,1,1,0,1,1,1,1
1751013,1,1,1,1,1,0,1,1,1,1
1751083,1,1,1,1,1,0,1,1,1,1
1751084,1,1,1,1,1,0,1,1,1,1
1751085,1,1,1,1,1,0,1,1,1,1
1751016,1,1,1,1,1,0,1,1,1,1
1751033,1,1,1,1,1,0,1,1,1,1
1751086,1,1,1,1,1,0,1,1,1,1
1751087,1,1,1,1,1,0,1,1,1,1
1751089,1,1,1,1,1,0,1,1,1,1
1751090,1,1,1,1,1,0,1,1,1,1
1751091,1,1,1,1,1,0,1,1,1,1
1751092,1,1,1,1,1,0,1,1,1,1
1751093,1,1,1,1,1,0,1,1,1,1
1751094,1,1,1,1,1,0,1,1,1,1
1751046,1,1,1,1,1,0,1,1,1,1
1751096,1,1,1,1,1,0,1,1,1,1
1751097,1,1,1,1,1,0,1,1,1,1
1751035,1,1,1,1,1,0,1,1,1,1
1751098,1,1,1,1,1,0,1,1,1,1
1751099,1,1,1,1,1,0,1,1,1,1
1751100,1,1,1,1,1,0,1,1,1,1
1751018,1,1,1,1,1,0,1,1,1,1
1751101,1,1,1,1,1,0,1,1,1,1
1751021,1,1,1,1,1,0,1,1,1,1
1751102,1,1,1,1,1,0,1,1,1,1
1751019,1,1,1,1,1,0,1,1,1,1
1751103,1,1,1,1,1,0,1,1,1,1
1751020,1,1,1,1,1,0,1,1,1,1
1751040,1,1,1,1,1,0,1,1,1,1
1751104,1,1,1,1,1,0,1,1,1,1
1751022,1,1,1,1,1,0,1,1,1,1
1751105,1,1,1,1,1,0,1,1,1,1
1751023,1,1,1,1,1,0,1,1,1,1
1751036,1,1,1,1,1,0,1,1,1,1
1751037,1,1,1,1,1,0,1,1,1,1
1751042,1,1,1,1,1,0,1,1,1,1
1751106,1,1,1,1,1,0,1,1,1,1
1751107,1,1,1,1,1,0,1,1,1,1
1751024,1,1,1,1,1,0,1,1,1,1
1751108,1,1,1,1,1,0,1,1,1,1
1751109,1,1,1,1,1,0,1,1,1,1
1751044,1,1,1,1,1,0,1,1,1,1
1751111,1,1,1,1,1,0,1,1,1,1
1751112,1,1,1,1,1,0,1,1,1,1
1751113,1,1,1,1,1,0,1,1,1,1
1751026,1,1,1,1,1,0,1,1,1,1
1751114,1,1,1,1,1,0,1,1,1,1
1751115,1,1,1,1,1,0,1,1,1,1
1751116,1,1,1,1,1,0,1,1,1,1
1751119,1,1,1,1,1,0,1,1,1,1
1751120,1,1,1,1,1,0,1,1,1,1
1751121,1,1,1,1,1,0,1,1,1,1
1751122,1,1,1,1,1,0,1,1,1,1
1751027,1,1,1,1,1,0,1,1,1,1
1751028,1,1,1,1,1,0,1,1,1,1
1751123,1,1,1,1,1,0,1,1,1,1
Course Code,Academic Year,Semester,,,,,,,,
MTH252,2017 - 2018,2,,,,,,,,
Student ID,Week 01,Week 02,Week 03,Week 04,Week 05,Week 06,Week 07,Week 08,Week 09,Week 10,
1751047,1,1,1,1,1,1,0,1,1,1
1751048,1,1,1,1,1,1,0,1,1,1
1751049,1,1,1,1,1,1,0,1,1,1
1751050,1,1,1,1,1,1,0,1,1,1
1751051,1,1,1,1,1,1,0,1,1,1
1751052,1,1,1,1,1,1,0,1,1,1
1751053,1,1,1,1,1,1,0,1,1,1
1751054,1,1,1,1,1,1,0,1,1,1
1751055,1,1,1,1,1,1,0,1,1,1
1751125,1,1,1,1,1,1,0,1,1,1
1751057,1,1,1,1,1,1,0,1,1,1
1751058,1,1,1,1,1,1,0,1,1,1
1751029,1,1,1,1,1,1,0,1,1,1
1751059,1,1,1,1,1,1,0,1,1,1
1751002,1,1,1,1,1,1,0,1,1,1
1751001,1,1,1,1,1,1,0,1,1,1
1751060,1,1,1,1,1,1,0,1,1,1
1751061,1,1,1,1,1,1,0,1,1,1
1751062,1,1,1,1,1,1,0,1,1,1
1751063,1,1,1,1,1,1,0,1,1,1
1751064,1,1,1,1,1,1,0,1,1,1
1751065,1,1,1,1,1,1,0,1,1,1
1751004,1,1,1,1,1,1,0,1,1,1
1751045,1,1,1,1,1,1,0,1,1,1
1751005,1,1,1,1,1,1,0,1,1,1
1751066,1,1,1,1,1,1,0,1,1,1
1751067,1,1,1,1,1,1,0,1,1,1
1751068,1,1,1,1,1,1,0,1,1,1
1751069,1,1,1,1,1,1,0,1,1,1
1751070,1,1,1,1,1,1,0,1,1,1
1751008,1,1,1,1,1,1,0,1,1,1
1751030,1,1,1,1,1,1,0,1,1,1
1751071,1,1,1,1,1,1,0,1,1,1
1751072,1,1,1,1,1,1,0,1,1,1
1751074,1,1,1,1,1,1,0,1,1,1
1751076,1,1,1,1,1,1,0,1,1,1
1751077,1,1,1,1,1,1,0,1,1,1
1751124,1,1,1,1,1,1,0,1,1,1
1751039,1,1,1,1,1,1,0,1,1,1
1751031,1,1,1,1,1,1,0,1,1,1
1751078,1,1,1,1,1,1,0,1,1,1
1751080,1,1,1,1,1,1,0,1,1,1
1751041,1,1,1,1,1,1,0,1,1,1
1751011,1,1,1,1,1,1,0,1,1,1
1751081,1,1,1,1,1,1,0,1,1,1
1751082,1,1,1,1,1,1,0,1,1,1
1751012,1,1,1,1,1,1,0,1,1,1
1751043,1,1,1,1,1,1,0,1,1,1
1751013,1,1,1,1,1,1,0,1,1,1
1751083,1,1,1,1,1,1,0,1,1,1
1751084,1,1,1,1,1,1,0,1,1,1
1751085,1,1,1,1,1,1,0,1,1,1
1751016,1,1,1,1,1,1,0,1,1,1
1751033,1,1,1,1,1,1,0,1,1,1
1751086,1,1,1,1,1,1,0,1,1,1
1751087,1,1,1,1,1,1,0,1,1,1
1751089,1,1,1,1,1,1,0,1,1,1
1751090,1,1,1,1,1,1,0,1,1,1
1751091,1,1,1,1,1,1,0,1,1,1
1751092,1,1,1,1,1,1,0,1,1,1
1751093,1,1,1,1,1,1,0,1,1,1
1751094,1,1,1,1,1,1,0,1,1,1
1751046,1,1,1,1,1,1,0,1,1,1
1751096,1,1,1,1,1,1,0,1,1,1
1751097,1,1,1,1,1,1,0,1,1,1
1751035,1,1,1,1,1,1,0,1,1,1
1751098,1,1,1,1,1,1,0,1,1,1
1751099,1,1,1,1,1,1,0,1,1,1
1751100,1,1,1,1,1,1,0,1,1,1
1751018,1,1,1,1,1,1,0,1,1,1
1751101,1,1,1,1,1,1,0,1,1,1
1751021,1,1,1,1,1,1,0,1,1,1
1751102,1,1,1,1,1,1,0,1,1,1
1751019,1,1,1,1,1,1,0,1,1,1
1751103,1,1,1,1,1,1,0,1,1,1
1751020,1,1,1,1,1,1,0,1,1,1
1751040,1,1,1,1,1,1,0,1,1,1
1751104,1,1,1,1,1,1,0,1,1,1
1751022,1,1,1,1,1,1,0,1,1,1
1751105,1,1,1,1,1,1,0,1,1,1
1751023,1,1,1,1,1,1,0,1,1,1
1751036,1,1,1,1,1,1,0,1,1,1
1751037,1,1,1,1,1,1,0,1,1,1
1751042,1,1,1,1,1,1,0,1,1,1
1751106,1,1,1,1,1,1,0,1,1,1
1751107,1,1,1,1,1,1,0,1,1,1
1751024,1,1,1,1,1,1,0,1,1,1
1751108,1,1,1,1,1,1,0,1,1,1
1751109,1,1,1,1,1,1,0,1,1,1
1751044,1,1,1,1,1,1,0,1,1,1
1751111,1,1,1,1,1,1,0,1,1,1
1751112,1,1,1,1,1,1,0,1,1,1
1751113,1,1,1,1,1,1,0,1,1,1
1751026,1,1,1,1,1,1,0,1,1,1
1751114,1,1,1,1,1,1,0,1,1,1
1751115,1,1,1,1,1,1,0,1,1,1
1751116,1,1,1,1,1,1,0,1,1,1
1751119,1,1,1,1,1,1,0,1,1,1
1751120,1,1,1,1,1,1,0,1,1,1
1751121,1,1,1,1,1,1,0,1,1,1
1751122,1,1,1,1,1,1,0,1,1,1
1751027,1,1,1,1,1,1,0,1,1,1
1751028,1,1,1,1,1,1,0,1,1,1
1751123,1,1,1,1,1,1,0,1,1,1
Course Code,Academic Year,Semester,,,,,,,,
TCH001,2017 - 2018,2,,,,,,,,
Student ID,Week 01,Week 02,Week 03,Week 04,Week 05,Week 06,Week 07,Week 08,Week 09,Week 10,
1751047,1,1,1,1,1,1,1,0,1,1
1751048,1,1,1,1,1,1,1,0,1,1
1751049,1,1,1,1,1,1,1,0,1,1
1751050,1,1,1,1,1,1,1,0,1,1
1751051,1,1,1,1,1,1,1,0,1,1
1751052,1,1,1,1,1,1,1,0,1,1
1751053,1,1,1,1,1,1,1,0,1,1
1751054,1,1,1,1,1,1,1,0,1,1
1751055,1,1,1,1,1,1,1,0,1,1
1751125,1,1,1,1,1,1,1,0,1,1
1751057,1,1,1,1,1,1,1,0,1,1
1751058,1,1,1,1,1,1,1,0,1,1
1751029,1,1,1,1,1,1,1,0,1,1
1751059,1,1,1,1,1,1,1,0,1,1
1751002,1,1,1,1,1,1,1,0,1,1
1751001,1,1,1,1,1,1,1,0,1,1
1751060,1,1,1,1,1,1,1,0,1,1
1751061,1,1,1,1,1,1,1,0,1,1
1751062,1,1,1,1,1,1,1,0,1,1
1751063,1,1,1,1,1,1,1,0,1,1
1751064,1,1,1,1,1,1,1,0,1,1
1751065,1,1,1,1,1,1,1,0,1,1
1751004,1,1,1,1,1,1,1,0,1,1
1751045,1,1,1,1,1,1,1,0,1,1
1751005,1,1,1,1,1,1,1,0,1,1
1751066,1,1,1,1,1,1,1,0,1,1
1751067,1,1,1,1,1,1,1,0,1,1
1751068,1,1,1,1,1,1,1,0,1,1
1751069,1,1,1,1,1,1,1,0,1,1
1751070,1,1,1,1,1,1,1,0,1,1
1751008,1,1,1,1,1,1,1,0,1,1
1751030,1,1,1,1,1,1,1,0,1,1
1751071,1,1,1,1,1,1,1,0,1,1
1751072,1,1,1,1,1,1,1,0,1,1
1751074,1,1,1,1,1,1,1,0,1,1
1751076,1,1,1,1,1,1,1,0,1,1
1751077,1,1,1,1,1,1,1,0,1,1
1751124,1,1,1,1,1,1,1,0,1,1
1751039,1,1,1,1,1,1,1,0,1,1
1751031,1,1,1,1,1,1,1,0,1,1
1751078,1,1,1,1,1,1,1,0,1,1
1751080,1,1,1,1,1,1,1,0,1,1
1751041,1,1,1,1,1,1,1,0,1,1
1751011,1,1,1,1,1,1,1,0,1,1
1751081,1,1,1,1,1,1,1,0,1,1
1751082,1,1,1,1,1,1,1,0,1,1
1751012,1,1,1,1,1,1,1,0,1,1
1751043,1,1,1,1,1,1,1,0,1,1
1751013,1,1,1,1,1,1,1,0,1,1
1751083,1,1,1,1,1,1,1,0,1,1
1751084,1,1,1,1,1,1,1,0,1,1
1751085,1,1,1,1,1,1,1,0,1,1
1751016,1,1,1,1,1,1,1,0,1,1
1751033,1,1,1,1,1,1,1,0,1,1
1751086,1,1,1,1,1,1,1,0,1,1
1751087,1,1,1,1,1,1,1,0,1,1
1751089,1,1,1,1,1,1,1,0,1,1
1751090,1,1,1,1,1,1,1,0,1,1
1751091,1,1,1,1,1,1,1,0,1,1
1751092,1,1,1,1,1,1,1,0,1,1
1751093,1,1,1,1,1,1,1,0,1,1
1751094,1,1,1,1,1,1,1,0,1,1
1751046,1,1,1,1,1,1,1,0,1,1
1751096,1,1,1,1,1,1,1,0,1,1
1751097,1,1,1,1,1,1,1,0,1,1
1751035,1,1,1,1,1,1,1,0,1,1
1751098,1,1,1,1,1,1,1,0,1,1
1751099,1,1,1,1,1,1,1,0,1,1
1751100,1,1,1,1,1,1,1,0,1,1
1751018,1,1,1,1,1,1,1,0,1,1
1751101,1,1,1,1,1,1,1,0,1,1
1751021,1,1,1,1,1,1,1,0,1,1
1751102,1,1,1,1,1,1,1,0,1,1
1751019,1,1,1,1,1,1,1,0,1,1
1751103,1,1,1,1,1,1,1,0,1,1
1751020,1,1,1,1,1,1,1,0,1,1
1751040,1,1,1,1,1,1,1,0,1,1
1751104,1,1,1,1,1,1,1,0,1,1
1751022,1,1,1,1,1,1,1,0,1,1
1751105,1,1,1,1,1,1,1,0,1,1
1751023,1,1,1,1,1,1,1,0,1,1
1751036,1,1,1,1,1,1,1,0,1,1
1751037,1,1,1,1,1,1,1,0,1,1
1751042,1,1,1,1,1,1,1,0,1,1
1751106,1,1,1,1,1,1,1,0,1,1
1751107,1,1,1,1,1,1,1,0,1,1
1751024,1,1,1,1,1,1,1,0,1,1
1751108,1,1,1,1,1,1,1,0,1,1
1751109,1,1,1,1,1,1,1,0,1,1
1751044,1,1,1,1,1,1,1,0,1,1
1751111,1,1,1,1,1,1,1,0,1,1
1751112,1,1,1,1,1,1,1,0,1,1
1751113,1,1,1,1,1,1,1,0,1,1
1751026,1,1,1,1,1,1,1,0,1,1
1751114,1,1,1,1,1,1,1,0,1,1
1751115,1,1,1,1,1,1,1,0,1,1
1751116,1,1,1,1,1,1,1,0,1,1
1751119,1,1,1,1,1,1,1,0,1,1
1751120,1,1,1,1,1,1,1,0,1,1
1751121,1,1,1,1,1,1,1,0,1,1
1751122,1,1,1,1,1,1,1,0,1,1
1751027,1,1,1,1,1,1,1,0,1,1
1751028,1,1,1,1,1,1,1,0,1,1
1751123,1,1,1,1,1,1,1,0,1,1
